image_id,image_path,filename,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
29851,myntradataset\images\29851.jpg,29851.jpg,29851,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,Basics Men Grey Trousers
46335,myntradataset\images\46335.jpg,46335.jpg,46335,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Reebok Women Black Zignano Race Sports Shoes
15765,myntradataset\images\15765.jpg,15765.jpg,15765,Men,Apparel,Innerwear,Innerwear Vests,Yellow,Summer,2016.0,Casual,Facit Men Hunk Yellow Innerwear Vest
34829,myntradataset\images\34829.jpg,34829.jpg,34829,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2012.0,Sports,ADIDAS Men Bolt Navy Blue Sports Shoes
19159,myntradataset\images\19159.jpg,19159.jpg,19159,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Printed Black Tshirt
53105,myntradataset\images\53105.jpg,53105.jpg,53105,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,Fabindia Silver Earrings
18168,myntradataset\images\18168.jpg,18168.jpg,18168,Girls,Apparel,Dress,Dresses,Pink,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Pink Dress
57320,myntradataset\images\57320.jpg,57320.jpg,57320,Women,Apparel,Innerwear,Bra,Maroon,Winter,2015.0,Casual,Amante Maroon Full-Coverage Lace Bra BCFR02
39376,myntradataset\images\39376.jpg,39376.jpg,39376,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Helix Women Golden Dial Watch
35885,myntradataset\images\35885.jpg,35885.jpg,35885,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jungle Book Boys Yee-Ha! White T-shirt
38967,myntradataset\images\38967.jpg,38967.jpg,38967,Unisex,Accessories,Bags,Waist Pouch,Grey,Summer,2015.0,Casual,Wildcraft Unisex Grey & Red Waist Pouch
2976,myntradataset\images\2976.jpg,2976.jpg,2976,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010.0,Casual,Puma Women's Lifestyle Purple Polo T-shirt
36446,myntradataset\images\36446.jpg,36446.jpg,36446,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Spinn Men Orbit Black Sports Shoes
15795,myntradataset\images\15795.jpg,15795.jpg,15795,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016.0,Casual,Facit Men Mid- Rise BF Charcoal Briefs
43047,myntradataset\images\43047.jpg,43047.jpg,43047,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,Nike Men Blue Energy Jersey
17706,myntradataset\images\17706.jpg,17706.jpg,17706,Unisex,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Vans unisex Old Skool Grey Casual Shoes
19619,myntradataset\images\19619.jpg,19619.jpg,19619,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,United Colors of Benetton Women White Top
3974,myntradataset\images\3974.jpg,3974.jpg,3974,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,Jealous 21 Women Blue Tunic With Butterfly Top
16901,myntradataset\images\16901.jpg,16901.jpg,16901,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Status Quo Men Green Polo Tshirt
39211,myntradataset\images\39211.jpg,39211.jpg,39211,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Black Formal Shoes
51170,myntradataset\images\51170.jpg,51170.jpg,51170,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Casual,Raymond Men Grey Socks
48563,myntradataset\images\48563.jpg,48563.jpg,48563,Men,Accessories,Jewellery,Bracelet,Steel,Summer,2012.0,Casual,Revv Men Steel Bracelet
5442,myntradataset\images\5442.jpg,5442.jpg,5442,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Nike Women's Striped Polo Blue T-shirt
51342,myntradataset\images\51342.jpg,51342.jpg,51342,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Raymond Men Black Socks
57132,myntradataset\images\57132.jpg,57132.jpg,57132,Women,Apparel,Topwear,Tops,Multi,Summer,2012.0,Casual,Elle Women Multi Coloured Top
2367,myntradataset\images\2367.jpg,2367.jpg,2367,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men's Brown Semi Formal Shoe
17362,myntradataset\images\17362.jpg,17362.jpg,17362,Men,Accessories,Accessories,Accessory Gift Set,Maroon,Fall,2011.0,Formal,Arrow Men Formal Maroon Tie+Cufflink+Pocket square - Combo Pack
25422,myntradataset\images\25422.jpg,25422.jpg,25422,Men,Footwear,Shoes,Sports Shoes,Green,Summer,2012.0,Sports,Nike Men Air Profusion Green Sports Shoes
25057,myntradataset\images\25057.jpg,25057.jpg,25057,Men,Accessories,Accessories,Accessory Gift Set,Yellow,Winter,2015.0,Formal,Lino Perros Men Formal Yellow Accessory Gift Set
50346,myntradataset\images\50346.jpg,50346.jpg,50346,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Aurelia Women Pink Kurta
40318,myntradataset\images\40318.jpg,40318.jpg,40318,Men,Footwear,Shoes,Sports Shoes,White,Summer,2013.0,Sports,ADIDAS Men White Twenty2 Yds Sports Shoes
34914,myntradataset\images\34914.jpg,34914.jpg,34914,Women,Apparel,Topwear,Dupatta,Olive,Summer,2012.0,Ethnic,Fabindia Printed Olive Dupatta
16434,myntradataset\images\16434.jpg,16434.jpg,16434,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Levi's Men Printed Purple Tshirts
39229,myntradataset\images\39229.jpg,39229.jpg,39229,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Femella Women Petal Black Shirt
27587,myntradataset\images\27587.jpg,27587.jpg,27587,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Scullers Men Yellow & Navy Blue Striped T-shirt
50678,myntradataset\images\50678.jpg,50678.jpg,50678,Men,Apparel,Innerwear,Trunk,Navy Blue,Summer,2016.0,Casual,Chromozome Men Navy Blue Trunks
34375,myntradataset\images\34375.jpg,34375.jpg,34375,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Myntra Men listening T-shirt
25602,myntradataset\images\25602.jpg,25602.jpg,25602,Women,Apparel,Apparel Set,Kurta Sets,Green,Fall,2011.0,Ethnic,Vishudh Women Green & Purple Churidar Kurta with Dupatta
11101,myntradataset\images\11101.jpg,11101.jpg,11101,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Indigo Nation Men Stripes Purple Shirts
19927,myntradataset\images\19927.jpg,19927.jpg,19927,Men,Footwear,Sandal,Sandals,Grey,Fall,2011.0,Casual,ADIDAS Men Receptor Grey Sandals
40307,myntradataset\images\40307.jpg,40307.jpg,40307,Unisex,Footwear,Sandal,Sandals,Black,Winter,2013.0,Casual,Warner Bros Kids Unisex Black sandals
6127,myntradataset\images\6127.jpg,6127.jpg,6127,Unisex,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Puma Unisex Diemos White Black Shoe
48398,myntradataset\images\48398.jpg,48398.jpg,48398,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,French Connection Men Blue Jeans
13745,myntradataset\images\13745.jpg,13745.jpg,13745,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Belmonte Men Solid Blue Shirts
31684,myntradataset\images\31684.jpg,31684.jpg,31684,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Multicourt White Sports Shoes
59573,myntradataset\images\59573.jpg,59573.jpg,59573,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012.0,Casual,Revv Men Steel Cufflinks
44152,myntradataset\images\44152.jpg,44152.jpg,44152,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,2017.0,Casual,Nike Fragrances Men Up or Down Deo
55368,myntradataset\images\55368.jpg,55368.jpg,55368,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017.0,Casual,Revlon Coffee Bean Nail Polish 347
47118,myntradataset\images\47118.jpg,47118.jpg,47118,Boys,Footwear,Sandal,Sandals,Red,Spring,2013.0,Casual,Marvel Boys Red Spiderman Clogs
3238,myntradataset\images\3238.jpg,3238.jpg,3238,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Puma Men Black 65CC Lo Ducati Sports Shoes
36660,myntradataset\images\36660.jpg,36660.jpg,36660,Women,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Paridhan Women Black & Purple Backpack
9752,myntradataset\images\9752.jpg,9752.jpg,9752,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Smart Casual,Indian Terrain Men Grey & White Checked Linen Modern Fit Smart-Casual Shirt
9524,myntradataset\images\9524.jpg,9524.jpg,9524,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,ADIDAS Unisex CR FB Black Backpacks
24718,myntradataset\images\24718.jpg,24718.jpg,24718,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2010.0,Casual,Skechers Men Brown Casual Shoes
25034,myntradataset\images\25034.jpg,25034.jpg,25034,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2011.0,Sports,Nike Men Navy Blue Track Pants
22273,myntradataset\images\22273.jpg,22273.jpg,22273,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Inc. 5 Women Casual Brown Flats
37477,myntradataset\images\37477.jpg,37477.jpg,37477,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Espirit Men Grey Dial Chronograph Watch
20631,myntradataset\images\20631.jpg,20631.jpg,20631,Men,Apparel,Topwear,Sweaters,Green,Fall,2011.0,Casual,Wrangler Men Flag Green Sweater
2302,myntradataset\images\2302.jpg,2302.jpg,2302,Women,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Nike Women Icon SS White T-shirt
34280,myntradataset\images\34280.jpg,34280.jpg,34280,Women,Apparel,Topwear,Dupatta,Green,Summer,2012.0,Ethnic,Fabindia Women Green Dupatta
27222,myntradataset\images\27222.jpg,27222.jpg,27222,Women,Apparel,Bottomwear,Capris,Pink,Summer,2012.0,Casual,Doodle Kids Girl  Pink Capris
36253,myntradataset\images\36253.jpg,36253.jpg,36253,Men,Apparel,Loungewear and Nightwear,Night suits,Navy Blue,Summer,2016.0,Casual,SDL by Sweet Dreams Men Navy Blue Pyjama Set
4470,myntradataset\images\4470.jpg,4470.jpg,4470,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Puma Men's Complete Vectana White Sliver Black Shoe
52193,myntradataset\images\52193.jpg,52193.jpg,52193,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Lencia Sterling Silver Earrings
25957,myntradataset\images\25957.jpg,25957.jpg,25957,Women,Accessories,Scarves,Scarves,Grey,Summer,2012.0,Casual,Femella Women Light Grey Scarf
20183,myntradataset\images\20183.jpg,20183.jpg,20183,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Wrangler Men Check Maroon Shirt
56938,myntradataset\images\56938.jpg,56938.jpg,56938,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,HM Women Brown Heels
58276,myntradataset\images\58276.jpg,58276.jpg,58276,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Purple Handbag
49308,myntradataset\images\49308.jpg,49308.jpg,49308,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Arrow Men Pack Of 5 Basic Plating Socks
10786,myntradataset\images\10786.jpg,10786.jpg,10786,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Sports,Nike Unisex Runng Black Caps
10575,myntradataset\images\10575.jpg,10575.jpg,10575,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Puma Women Ess Pink Polo Tshirts
58502,myntradataset\images\58502.jpg,58502.jpg,58502,Women,Apparel,Dress,Dresses,Beige,Fall,2012.0,Casual,Tonga Brown Animal Print Dress
15958,myntradataset\images\15958.jpg,15958.jpg,15958,Men,Accessories,Ties,Ties,Purple,Fall,2011.0,Formal,Turtle Men Solid Purple Ties
56478,myntradataset\images\56478.jpg,56478.jpg,56478,Women,Personal Care,Nails,Nail Polish,Nude,Spring,2017.0,Casual,Streetwear Cranberry Nail Polish 07
19944,myntradataset\images\19944.jpg,19944.jpg,19944,Unisex,Accessories,Bags,Backpacks,Blue,Fall,2011.0,Casual,Nike Unisex Cheyenne Blue Backpack
27841,myntradataset\images\27841.jpg,27841.jpg,27841,Men,Accessories,Belts,Belts,White,Summer,2012.0,Casual,Bulchee Men Plain Jeans White Belt
56902,myntradataset\images\56902.jpg,56902.jpg,56902,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Heels
52929,myntradataset\images\52929.jpg,52929.jpg,52929,Women,Apparel,Saree,Sarees,White,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari
25188,myntradataset\images\25188.jpg,25188.jpg,25188,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherite Brown Handbag
39603,myntradataset\images\39603.jpg,39603.jpg,39603,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Heels
12074,myntradataset\images\12074.jpg,12074.jpg,12074,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,W Women Printed White Kurtas
21915,myntradataset\images\21915.jpg,21915.jpg,21915,Women,Apparel,Apparel Set,Kurta Sets,Orange,Fall,2011.0,Ethnic,Biba Women Orange & Purple Printed Churidar Kurta with Dupatta
32228,myntradataset\images\32228.jpg,32228.jpg,32228,Women,Apparel,Topwear,Kurtas,Mustard,Summer,2012.0,Ethnic,Fabindia Women Printed Mustard Kurta
2903,myntradataset\images\2903.jpg,2903.jpg,2903,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Heeled Brown Silver Strap Heels
43171,myntradataset\images\43171.jpg,43171.jpg,43171,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial Watch
16389,myntradataset\images\16389.jpg,16389.jpg,16389,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Formal,Peter England Men Solid Maroon Shirt
37652,myntradataset\images\37652.jpg,37652.jpg,37652,Women,Accessories,Wallets,Wallets,Blue,Summer,2012.0,Casual,Wills Lifestyle Women Blue & Brown Wallet
3100,myntradataset\images\3100.jpg,3100.jpg,3100,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Probase Men's Spirit Blue T-shirt
11862,myntradataset\images\11862.jpg,11862.jpg,11862,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2012.0,Casual,Playboy Men Red & Blue Flip Flops
7365,myntradataset\images\7365.jpg,7365.jpg,7365,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men's Black Casual Shoe
34207,myntradataset\images\34207.jpg,34207.jpg,34207,Men,Apparel,Topwear,Tshirts,Green,Summer,2013.0,Casual,Proline Men Green Polo Tshirt
13466,myntradataset\images\13466.jpg,13466.jpg,13466,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Blue Tshirts
17817,myntradataset\images\17817.jpg,17817.jpg,17817,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Lee Cooper Men  Black Sandal
46034,myntradataset\images\46034.jpg,46034.jpg,46034,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016.0,Casual,Estelle Women Gold Jewellery Set
11401,myntradataset\images\11401.jpg,11401.jpg,11401,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors Of Benetton Men Light Winter Blue Shirts
54807,myntradataset\images\54807.jpg,54807.jpg,54807,Women,Accessories,Bags,Handbags,Blue,Winter,2012.0,Casual,Ivory Tag Women Blue and Brown Floral Print Handbag
29448,myntradataset\images\29448.jpg,29448.jpg,29448,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Casual,Giordano Men Black Dial Watch
22982,myntradataset\images\22982.jpg,22982.jpg,22982,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,FILA Men White Volcano Sports Shoes
18307,myntradataset\images\18307.jpg,18307.jpg,18307,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Wills Lifestyle Men Check Brown Shirt
18886,myntradataset\images\18886.jpg,18886.jpg,18886,Women,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Arrow Woman Simona Purple Shirt
20152,myntradataset\images\20152.jpg,20152.jpg,20152,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Wrangler Men Willy Rodeo Red Shirt
13524,myntradataset\images\13524.jpg,13524.jpg,13524,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Jealous 21 Women Solid Purple Tops
14372,myntradataset\images\14372.jpg,14372.jpg,14372,Women,Footwear,Shoes,Heels,Green,Winter,2015.0,Casual,Catwalk Women Casual Green Flats
34133,myntradataset\images\34133.jpg,34133.jpg,34133,Men,Accessories,Wallets,Wallets,Brown,Fall,2012.0,Smart Casual,Turtle Men Brown Wallet
5248,myntradataset\images\5248.jpg,5248.jpg,5248,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Reebok Women Easytone Reenew White Red Shoe
2988,myntradataset\images\2988.jpg,2988.jpg,2988,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010.0,Casual,Numero Uno Men Casual Graphic Black Shoe
38988,myntradataset\images\38988.jpg,38988.jpg,38988,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Wild West Red T-shirt
55645,myntradataset\images\55645.jpg,55645.jpg,55645,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Silver Heels
24018,myntradataset\images\24018.jpg,24018.jpg,24018,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Locomotive Men Printed Blue T-shirt
30868,myntradataset\images\30868.jpg,30868.jpg,30868,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012.0,Ethnic,Fabindia Women Off White Kurta
54722,myntradataset\images\54722.jpg,54722.jpg,54722,Women,Apparel,Apparel Set,Kurta Sets,Yellow,Fall,2012.0,Ethnic,Shree Women Yellow & Red Printed Salwar Suit with Dupatta
48160,myntradataset\images\48160.jpg,48160.jpg,48160,Women,Accessories,Wallets,Wallets,Yellow,Winter,2016.0,Casual,Fossil Women Yellow Wallet
29247,myntradataset\images\29247.jpg,29247.jpg,29247,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Sports,ADIDAS Men Lakers Yellow Jersey
48816,myntradataset\images\48816.jpg,48816.jpg,48816,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant
18046,myntradataset\images\18046.jpg,18046.jpg,18046,Women,Accessories,Wallets,Wallets,Green,Winter,2015.0,Casual,Lino Perros Women Sequin Green Wallet
28572,myntradataset\images\28572.jpg,28572.jpg,28572,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Nike Women Air Scoop Dark Grey T-shirt
51619,myntradataset\images\51619.jpg,51619.jpg,51619,Women,Apparel,Bottomwear,Jeggings,White,Fall,2012.0,Casual,Kraus Jeans Women White Jeggings
35416,myntradataset\images\35416.jpg,35416.jpg,35416,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Enroute Men Black Formal Shoes
19069,myntradataset\images\19069.jpg,19069.jpg,19069,Women,Apparel,Topwear,Kurtis,Green,Fall,2011.0,Ethnic,W Women Gathered Design Green Kurti
45240,myntradataset\images\45240.jpg,45240.jpg,45240,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Smart Casual,CASIO Baby-G Women Blue Analogue & Digital Watch BX005
7049,myntradataset\images\7049.jpg,7049.jpg,7049,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,s.Oliver Men White & Blue Check Shirt
43374,myntradataset\images\43374.jpg,43374.jpg,43374,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Reebok Men White Spectra Run Sports Shoes
32006,myntradataset\images\32006.jpg,32006.jpg,32006,Men,Accessories,Socks,Socks,White,Summer,2016.0,Formal,Playboy Men White Socks
50881,myntradataset\images\50881.jpg,50881.jpg,50881,Women,Apparel,Saree,Sarees,Black,Summer,2012.0,Ethnic,Prafful Women Black Crepe Sari
52813,myntradataset\images\52813.jpg,52813.jpg,52813,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,JAG Men Chocolate Brown Leather Wallet
56941,myntradataset\images\56941.jpg,56941.jpg,56941,Women,Footwear,Shoes,Heels,Purple,Winter,2012.0,Casual,HM Women Purple Flats
20314,myntradataset\images\20314.jpg,20314.jpg,20314,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Locomotive Men Check Grey Shirt
5985,myntradataset\images\5985.jpg,5985.jpg,5985,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Highlander Men Green Black Checked Slim Fit Shirt
27913,myntradataset\images\27913.jpg,27913.jpg,27913,Women,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,Scullers For Her Women Grey Trousers
48735,myntradataset\images\48735.jpg,48735.jpg,48735,Men,Accessories,Jewellery,Bangle,Steel,Fall,2012.0,Casual,Revv Men Steel Bangle
44045,myntradataset\images\44045.jpg,44045.jpg,44045,Men,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017.0,Casual,Hugo Men Energise Perfume
27851,myntradataset\images\27851.jpg,27851.jpg,27851,Women,Apparel,Topwear,Tops,Orange,Summer,2012.0,Casual,Scullers For Her Orange Top
53725,myntradataset\images\53725.jpg,53725.jpg,53725,Women,Footwear,Flip Flops,Flip Flops,White,Summer,2012.0,Casual,ADIDAS Women White Flip Flops
29266,myntradataset\images\29266.jpg,29266.jpg,29266,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men Ezeiro III Black Sports Shoes
26910,myntradataset\images\26910.jpg,26910.jpg,26910,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Jealous 21 Women Printed Pink Top
25108,myntradataset\images\25108.jpg,25108.jpg,25108,Women,Accessories,Belts,Belts,Cream,Winter,2015.0,Casual,Lino Perros Women Camel Belt
19671,myntradataset\images\19671.jpg,19671.jpg,19671,Women,Apparel,Topwear,Tshirts,Olive,Summer,2011.0,Casual,United Colors of Benetton Women Printed Olive T-shirt
49238,myntradataset\images\49238.jpg,49238.jpg,49238,Men,Accessories,Headwear,Caps,Black,Fall,2012.0,Casual,Arrow Men Black Cap
56376,myntradataset\images\56376.jpg,56376.jpg,56376,Men,Personal Care,Fragrance,Perfume and Body Mist,Brown,Spring,2017.0,Casual,Dunhill Men 100 ml Perfume
57580,myntradataset\images\57580.jpg,57580.jpg,57580,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,,Lotus Herbals Pure Colours Rose Madder Lipstick 611
47180,myntradataset\images\47180.jpg,47180.jpg,47180,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Ganuchi Men Black Casual Shoes
19805,myntradataset\images\19805.jpg,19805.jpg,19805,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Blue Tshirt
35277,myntradataset\images\35277.jpg,35277.jpg,35277,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Lee Men Vera Black T-shirt
21953,myntradataset\images\21953.jpg,21953.jpg,21953,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Murcia Women Casual Purple Handbag
21919,myntradataset\images\21919.jpg,21919.jpg,21919,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,BIBA Women Printed Red Kurta
37316,myntradataset\images\37316.jpg,37316.jpg,37316,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Casio Edifice Men Silver Analogue Watch EFR-501D-7AVDF
55123,myntradataset\images\55123.jpg,55123.jpg,55123,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,Casual,Lakme Truewear Color Crush Nail Polish 17
33508,myntradataset\images\33508.jpg,33508.jpg,33508,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,Doodle Kids Girl Washed Blue Skirt
32507,myntradataset\images\32507.jpg,32507.jpg,32507,Men,Footwear,Sandal,Sandals,Black,Winter,2015.0,Casual,Franco Leone Men Black Sandals
1623,myntradataset\images\1623.jpg,1623.jpg,1623,Unisex,Accessories,Bags,Backpacks,Red,Summer,2011.0,Casual,Reebok Unisex Red Backpack
50004,myntradataset\images\50004.jpg,50004.jpg,50004,Women,Apparel,Innerwear,Bra,Grey Melange,Winter,2015.0,Sports,Hanes Women Grey Melange Cotton Stretch Shirred Crop Top Bra
5617,myntradataset\images\5617.jpg,5617.jpg,5617,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,ADIDAS Men Henrio Black Blue Floater
59811,myntradataset\images\59811.jpg,59811.jpg,59811,Women,Apparel,Dress,Dresses,Beige,Fall,2012.0,Casual,United Colors of Benetton Women Beige Printed Dress
38373,myntradataset\images\38373.jpg,38373.jpg,38373,Men,Accessories,Belts,Belts,Tan,Summer,2012.0,Casual,Peter England Men Tan Belt
16206,myntradataset\images\16206.jpg,16206.jpg,16206,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Puma Men Hazard Green TShirt
59213,myntradataset\images\59213.jpg,59213.jpg,59213,Men,Accessories,Watches,Watches,White,Winter,2016.0,Smart Casual,Titan Men White Dial Watch NB1006YL09
8211,myntradataset\images\8211.jpg,8211.jpg,8211,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Bikers Analog Steel Black Watch
11447,myntradataset\images\11447.jpg,11447.jpg,11447,Women,Apparel,Topwear,Sweaters,White,Fall,2011.0,Casual,United Colors of Benetton Women Light Winter White Sweater
51419,myntradataset\images\51419.jpg,51419.jpg,51419,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Men Blue and Green  Check Shirt
3638,myntradataset\images\3638.jpg,3638.jpg,3638,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Fila Men's Cameo White Shoe
51994,myntradataset\images\51994.jpg,51994.jpg,51994,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Brown,Summer,2017.0,Casual,Inaya Women Brown Lounge Shorts
7039,myntradataset\images\7039.jpg,7039.jpg,7039,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Numero Uno Men's White Light Shoe
50692,myntradataset\images\50692.jpg,50692.jpg,50692,Men,Apparel,Innerwear,Trunk,Grey,Summer,2016.0,Casual,Chromozome Men Grey Trunk Trunks
9202,myntradataset\images\9202.jpg,9202.jpg,9202,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011.0,Casual,Puma Men Yacht L Red Casual Shoes
33194,myntradataset\images\33194.jpg,33194.jpg,33194,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Sepia Women Printed White Top
42416,myntradataset\images\42416.jpg,42416.jpg,42416,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,W Women Pink Kurta
38998,myntradataset\images\38998.jpg,38998.jpg,38998,Girls,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Gini and Jony Girls Summer Paradise Pink Dress
